2520,1,09/07/2013 20:23:56,09/08/2013 03:23:56,"A flattering scoop-neck and ribbed sleeves set this piece apart from other basic tees. Made of our classic Cotton Jersey, it features 2x1 baby rib sleeves from elbow down for a softer, textured take on the classic long-sleeve t-shirt.

We coupled this beautiful shirt with our Signature ""Hey Cancer, Game On"" Marquee Tagline design using hearty plastisol inks in white and red.

<ul>
	<li>Colors 40's 100% Cotton Jersey</li>
	<li>Colors piece dyed and garment washed</li>
	<li>Women's contemporary fit</li>
</ul>

Campaign Contribution: $11

<img src=""http://gamerosity.s3.amazonaws.com/wp-content/uploads/2013/02/Sizing-LOVE.png"" width=""434"" height=""104"" class=""alignleft"" />",Marquee Junior L/S Scoop Neck,"A flattering scoop-neck and ribbed sleeves set this piece apart from other basic tees. Made of our classic Cotton Jersey, it features 2x1 baby rib sleeves from elbow down for a softer, textured take on the classic long-sleeve t-shirt.

We coupled this beautiful shirt with our Signature ""Hey Cancer, Game On"" Marquee Tagline design using hearty plastisol inks in white and red.",draft,open,closed,,marquee-junior-ls-scoop,,,09/23/2014 17:23:13,09/24/2014 00:23:13,,0,http://www.gamerosity.com/?post_type=product&#038;p=2520,0,product,,0
2525,1,09/07/2013 20:30:41,09/07/2013 20:30:41,"Show your #GameON spirit by rocking one of these Junior cut 100% cotton tees!

Our Signature ""Hey Cancer, Game On"" tagline is highlighted in our Marquee design with pastisol inks (white, red)

Printed on 100% Cotton District Concert tees with a longer length, capped sleeves for a comfortable, fashionable fit!

Campaign Contribution - $13

<img src=""http://gamerosity.s3.amazonaws.com/wp-content/uploads/2013/02/Sizing-LOVE.png"" width=""434"" height=""104"" class=""alignleft"" />",Marquee Junior Basic,"Show your #GameON spirit by rocking one of these Junior cut 100% cotton tees!

Our Signature ""Hey Cancer, Game On"" tagline is highlighted in our Marquee design with pastisol inks (white, red)

Printed on 100% Cotton District Concert tees with a longer length, capped sleeves for a comfortable, fashionable fit!",draft,open,closed,,,,,10/10/2013 04:50:33,10/10/2013 04:50:33,,0,http://www.gamerosity.com/?post_type=product&#038;p=2525,0,product,,0
2485,1,09/08/2013 07:35:50,09/08/2013 14:35:50,"With its sporty, vintage-style raglan sleeves and extra-wide collar, the Champ is a hit with both women and men. Made of our natural fleece alternative and designed with the Earth in mind.

Customized with our signature cut off collar that allows for a looser neckline and off-the-shoulder wear.

This is a soft, charcoal heather sweater with our Scriptee design. We use plastisol inks with white and metallic gold ink.
<ul>
	<li>30's Eco-Fleece: 50% Polyester (6.25% Recycled), 46% Cotton (6.25% Organic), 4% Rayon</li>
	<li>Low-impact yarn dyed, fabric washed</li>
	<li>Unisex regular fit</li>
</ul>

Campaign Contribution - $10

<i>(Although the cut is unisex, the fit tends to run a little more fitted on men).</i>

<img src=""http://gamerosity.s3.amazonaws.com/wp-content/uploads/2013/02/Sizing-UTAC.png"" width=""434"" height=""104"" class=""alignleft"" />",ScripTee Off-the-Shoulder Champ Sweatshirt,"With its sporty, vintage-style raglan sleeves and extra-wide collar, the Champ is a hit with both women and men. Made of our natural fleece alternative and designed with the Earth in mind.

Customized with our signature cut off collar that allows for a looser neckline and off-the-shoulder wear.",draft,open,closed,,scriptee-off-the-shoulder-champ-sweatshirt,,,08/25/2014 17:21:30,08/26/2014 00:21:30,,0,http://www.gamerosity.com/?post_type=product&#038;p=2485,0,product,,0
2505,1,09/08/2013 07:36:58,09/08/2013 14:36:58,"Get triple the softness in this vintage-looking crewneck.  Highlighted is our Signature ""Hey Cancer, Game On"" Hero design.  We use one ""Pass"" of white ink to give each tee a unique feel to it.
<ul>
	<li>4.4-ounce, 50/38/12 poly/ring spun cotton/rayon</li>
	<li>30 singles</li>
	<li>Tri-Blend fabric infuses each garment with unique character. Please allow for slight color variations.</li>
</ul>
Campaign Contribution: $12

<img src=""http://gamerosity.s3.amazonaws.com/wp-content/uploads/2013/02/Sizing-UTAC.png"" width=""434"" height=""104"" />

&nbsp;",Hero Unisex Tri-Blend,"Get triple the softness in this vintage-looking crewneck. Highlighted is our Signature ""Hey Cancer, Game On"" Hero design. We use one ""Pass"" of white ink to give each tee a unique feel to it.
4.4-ounce, 50/38/12 poly/ring spun cotton/rayon
30 singles
Tri-Blend fabric infuses each garment with unique character. Please allow for slight color variations.
Campaign Contribution: $12",draft,open,closed,,hero-tri-blend-tee,,,08/25/2014 17:07:59,08/26/2014 00:07:59,,0,http://www.gamerosity.com/?post_type=product&#038;p=2505,0,product,,0
2492,1,09/08/2013 07:38:32,09/08/2013 07:38:32,"Show off your #GameON spirit with this Young Men's black tee in our ""Marquee Design"" with our signature phrase, ""Hay Cancer, Game On!""

This Black 4.3 oz 100% Cotton District Concert tee was made for showing off, and that's just what you will do!

Campaign Contribution: $13

<img src=""http://gamerosity.s3.amazonaws.com/wp-content/uploads/2013/02/Sizing-UTAC.png"" width=""434"" height=""104"" class=""alignleft"" />",Marquee Unisex Basic,"Show off your #GameON spirit with this Young Men&#039;s black tee in our ""Marquee Design"" with our signature phrase, ""Hay Cancer, Game On!""

This Black 4.3 oz 100% Cotton District Concert tee was made for showing off, and that&#039;s just what you will do!

Campaign Contribution: $13",draft,open,closed,,marquee-unisex-tee,,,02/18/2014 17:08:56,02/18/2014 17:08:56,,0,http://www.gamerosity.com/?post_type=product&#038;p=2492,0,product,,0
2477,1,10/10/2013 04:43:53,10/10/2013 04:43:53,"With its sporty, vintage-style raglan sleeves and extra-wide collar, the Champ is a hit with both women and men. Made of our natural fleece alternative and designed with the Earth in mind.

This is a soft, charcoal heather sweater with our Scriptee design. We use plastisol inks with white and metallic gold ink.
<ul>
	<li>30's Eco-Fleece: 50% Polyester (6.25% Recycled), 46% Cotton (6.25% Organic), 4% Rayon</li>
	<li>Low-impact yarn dyed, fabric washed</li>
	<li>Unisex regular fit</li>
</ul>

Campaign Contribution - $10

<i>(Although the cut is unisex, the fit tends to run a little more fitted on men).</i>

<img src=""http://gamerosity.s3.amazonaws.com/wp-content/uploads/2013/02/Sizing-UTAC-V.png"" width=""434"" height=""104"" class=""alignleft"" />",ScripTee Champ Sweatshirt,"With its sporty, vintage-style raglan sleeves and extra-wide collar, the Champ is a hit with both women and men. Made of our natural fleece alternative and designed with the Earth in mind.
",draft,open,closed,,scriptee-champ-sweatshirt,,,05/16/2014 19:51:23,05/16/2014 19:51:23,,0,http://www.gamerosity.com/?post_type=product&#038;p=2477,0,product,,0
3031,1,11/09/2013 17:53:04,11/09/2013 17:53:04,"A nice pair of sweats, a hot cup of coffee, a sofa, and a good movie... sounds like the perfect night!  It's even more pleasant knowing your purchase supports a child with cancer!

The official outfit for chilling. Elastic cuffs are ready for scrunching.
• 8.3-ounce, 60/40 cotton/poly fleece
• Elastic waistband with functional twill tape drawcord

CARE INSTRUCTIONS
Machine wash cold. Tumble dry low. Cool iron if necessary. Non-chlorine bleach.

Get more info on product, including measurements <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT294"" target=""blank"">here!</a>

Campaign Contribution - $8",Flourish Ladies Sweatpants,"A nice pair of sweats, a hot cup of coffee, a sofa, and a good movie... sounds like the perfect night!  It&#039;s even more pleasant knowing your purchase supports a child with cancer!",draft,open,closed,,flourish-ladies-sweatpants,,,02/18/2014 16:54:37,02/18/2014 16:54:37,,0,http://www.gamerosity.com/?post_type=product&#038;p=3031,0,product,,0
3045,1,11/09/2013 17:54:06,11/10/2013 01:54:06,"A nice pair of sweats, a hot cup of coffee, a sofa, and a good movie... sounds like the perfect night!  It's even more pleasant knowing your purchase supports a child with cancer!

The official outfit for chilling. Elastic cuffs are ready for scrunching.
• 8.3-ounce, 60/40 cotton/poly fleece
• Elastic waistband with functional twill tape drawcord

CARE INSTRUCTIONS
Machine wash cold. Tumble dry low. Cool iron if necessary. Non-chlorine bleach.

Get more info on product, including measurements <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT294"" target=""blank"">here!</a>

Campaign Contribution - $8",Flourish Ladies Black Sweatpants,"A nice pair of sweats, a hot cup of coffee, a sofa, and a good movie... sounds like the perfect night!  It&#039;s even more pleasant knowing your purchase supports a child with cancer!",draft,open,closed,,flourish-ladies-black-sweatpants,,,08/26/2014 08:29:51,08/26/2014 15:29:51,,0,http://www.gamerosity.com/shop/flourish-ladies-black-sweatpants,0,product,,0
3057,1,11/09/2013 18:00:47,11/10/2013 02:00:47,"A nice pair of sweats, a hot cup of coffee, a sofa, and a good movie... sounds like the perfect night!  It's even more pleasant knowing your purchase supports a child with cancer!

The official outfit for chilling.
• 9-ounce, 65/35 ring spun combed cotton/poly
• Relaxed elastic drawcord waistband
• Front slash pockets
• Open hem cuffs

CARE INSTRUCTIONS
Machine wash cold. Tumble dry low. Cool iron if necessary. Non-chlorine bleach.

Get more info on product, including measurements <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=ST257"" target=""blank"">here!</a>

Campaign Contribution - $8",Flourish Unisex Sweatpants,"A nice pair of sweats, a hot cup of coffee, a sofa, and a good movie... sounds like the perfect night!  It's even more pleasant knowing your purchase supports a child with cancer!",draft,open,closed,,flourish-unisex-sweatpants,,,08/26/2014 08:29:45,08/26/2014 15:29:45,,0,http://www.gamerosity.com/shop/flourish-unisex-sweatpants,0,product,,0
3140,1,11/11/2013 23:13:08,11/12/2013 07:13:08,"""My Heart Belongs to a Little Hero""... that's our heart and our message!  Made of our vintage--inspired, sustainable Eco-Heather, this retro-style henley features 3/4-length raglan sleeves, a three-button placket and a rounded bottom hem. Part of our eco-friendly Alternative Earth Collection.

Printed on Alternative Apparel Style #01989E1.

For exact measurement/sizing information, go <a href=""http://retailer.alternativeapparel.com/NewB2BContent/sizeChart.html"" target=""blank"">Here.</a>

<img src=""http://gamerosity.s3.amazonaws.com/wp-content/uploads/2013/11/Sizing-URAC-RAG.png"" alt=""Sizing-URAC-RAG"" width=""434"" height=""104"" class=""alignleft size-full wp-image-3141"" />

Campaign Contribution: $11",Hearts Unisex Alternative Raglan,"""My Heart Belongs to a Little Hero""... that&#039;s our heart and our message!  Made of our vintage--inspired, sustainable Eco-Heather",draft,open,closed,,hearts-unisex-alternative-raglan,,,09/23/2014 17:22:01,09/24/2014 00:22:01,,0,http://www.gamerosity.com/?post_type=product&#038;p=3140,0,product,,0
3207,1,11/15/2013 19:26:37,11/16/2013 03:26:37,"Our Flourish Design with our signature ""Hey Cancer, Game On"" message is great for layering up in the Fall! Black hoodie with white print.

Basic—but miles away from boring. A white zipper tape and drawcord give this hoodie just-right contrast.
<ul>
	<li>8.3-ounce, 60/40 cotton/poly fleece</li>
</ul>
For full product specs, visit <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&amp;productId=DT190"" target=""blank"">here</a>

Campaign Contribution - $10",Flourish Unisex Full Zip Hoodie,"Our Flourish Design with our signature ""Hey Cancer, Game On"" message is great for layering up in the Fall!  Black hoodie with white print.",draft,open,closed,,flourish-unise-full-zip-hoodie,,,09/12/2014 20:59:29,09/13/2014 03:59:29,,0,http://www.gamerosity.com/?post_type=product&#038;p=3207,0,product,,0
3248,1,11/18/2013 19:19:12,11/19/2013 03:19:12,"Coffee shops, campfires, and cocoa... this henley is the perfect companion to all 3!  Our Flourish design sports our name on the front and our signature ""Hey Cancer, Game On"" on the back, send the message, make a difference.

The colorful henley no one should be without.
3.8-ounce, 50/50 ring spun combed cotton/poly
30 singles
Gravel fabric infuses each garment with unique character. Please allow for slight color variations.

CARE INSTRUCTIONS
Machine wash cold. Tumble dry low. Cool iron if necessary. Non-chlorine bleach.

<a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT1401"" target=""blank"">Full Product Spec Sheet</a>

Campaign Contribution - $10",Flourish Unisex Henley,"Coffee shops, campfires, and cocoa... this henley is the perfect companion to all 3!  Our Flourish design sports our name on the front and our signature ""Hey Cancer, Game On"" on the back, send the message, make a difference.",draft,open,closed,,flourish-unisex-henley,,,09/12/2014 20:59:12,09/13/2014 03:59:12,,0,http://www.gamerosity.com/?post_type=product&#038;p=3248,0,product,,0
3851,1,02/18/2014 16:50:14,00/00/0000 00:00:00,"A nice pair of sweats, a hot cup of coffee, a sofa, and a good movie... sounds like the perfect night!  It's even more pleasant knowing your purchase supports a child with cancer!

The official outfit for chilling. Elastic cuffs are ready for scrunching.
• 8.3-ounce, 60/40 cotton/poly fleece
• Elastic waistband with functional twill tape drawcord

CARE INSTRUCTIONS
Machine wash cold. Tumble dry low. Cool iron if necessary. Non-chlorine bleach.

Get more info on product, including measurements <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT294"" target=""blank"">here!</a>

Campaign Contribution - $8",Hearts Ladies Sweatpants,,draft,open,closed,,,,,02/18/2014 16:50:14,02/18/2014 16:50:14,,0,http://www.gamerosity.com/?post_type=product&#038;p=3851,0,product,,0
3865,1,02/18/2014 16:59:40,02/19/2014 00:59:40,"Pure perfection. Unlike other tees, our Perfect Weight tee remains looking and feeling perfect wear after wear.  This black District Made brand tee is the perfect style with our Signature “Hey Cancer, Game On” tagline in our Flourish style design!

Printed with high quality, plastisol inks in black.

4.3-ounce, 100% ring spun combed cotton
30 singles

<a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT104"" target=""blank"">Full Product Specs</a>

Campaign Contribution: $12",Flourish Unisex Tee,"Pure perfection. Unlike other tees, our Perfect Weight tee remains looking and feeling perfect wear after wear.  This District Made brand tee is Black with our Signature “Hey Cancer, Game On” tagline in our Flourish style design!",draft,open,closed,,flourish-unisex-tee,,,08/26/2014 08:29:28,08/26/2014 15:29:28,,0,http://www.gamerosity.com/?post_type=product&#038;p=3865,0,product,,0
3879,1,02/18/2014 17:07:00,02/19/2014 01:07:00,"Our Flourish Design with our signature ""Hey Cancer, Game On"" message is great for layering up!  Black hoodie with white print.

Rock out in a harmonizing blend of warmth and layerability.
8.3-ounce, 50/50 cotton/poly
Tear-away tag
Contrast black drawstring, hood lining and zipper;

For full product specs, visit <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT290"" target=""blank"">here</a>

Campaign Contribution - $10",Flourish Juniors Full Zip Hoodie,"Our Flourish Design with our signature ""Hey Cancer, Game On"" message is great for layering up!  Black hoodie with white print.",draft,open,closed,,flourish-juniors-full-zip-hoodie,,,09/12/2014 20:58:55,09/13/2014 03:58:55,,0,http://www.gamerosity.com/?post_type=product&#038;p=3879,0,product,,0
3960,1,02/18/2014 17:58:42,02/19/2014 01:58:42,"Our smooth modal blend is breathable with a silk-like texture.  Printed on a black tee with white plastisol ink.

3.5-ounce, 60/40 ring spun combed cotton/modal
40 singles
Tacked roll sleeve
Shorter length, sits at high hip

Campaign Contribution - $10

For full Product Specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT281"" target=""blank""> Click Here</a>
",Flourish Juniors Boxy Tee,Our smooth modal blend is breathable with a silk-like texture.  Printed on a black tee with white plastisol ink.,draft,open,closed,,flourish-juniors-boxy-tee,,,08/26/2014 08:29:16,08/26/2014 15:29:16,,0,http://www.gamerosity.com/?post_type=product&#038;p=3960,0,product,,0
4075,1,02/20/2014 17:27:04,00/00/0000 00:00:00,"A little loose, a little stylish, our smooth modal blend is breathable with a silk-like texture. A vibrant jade green with metallic gold ""Ralphie"" design by Ralph Waldo Emerson.

3.5-ounce, 60/40 ring spun combed cotton/modal
40 singles
Tacked roll sleeve
Shorter length, sits at high hip

Campaign Contribution - $10

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT281"" target=""blank""> Click Here</a>",Ralphie Juniors Boxy Tee,"A little loose, a little stylish, our smooth modal blend is breathable with a silk-like texture. A vibrant jade green with metallic gold ""Ralphie"" design by Ralph Waldo Emerson.",draft,open,closed,,,,,02/20/2014 17:27:04,02/20/2014 17:27:04,,0,http://www.gamerosity.com/?post_type=product&#038;p=4075,0,product,,0
4412,1,03/03/2014 16:21:02,03/04/2014 00:21:02,"Our Garrison Design in a comfy, Juniors Fit hoodie is great for layering up! Black hoodie with white print.

Basic—but miles away from boring. A white zipper tape and drawcord give this hoodie just-right contrast.
<ul>
	<li>8.3-ounce, 60/40 cotton/poly fleece</li>
</ul>
For full product specs, visit <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT290"" target=""blank"">here</a>

Campaign Contribution - $10",Garrison Juniors Full Zip Hoodie,"Our Garrison Design in a comfy, Juniors Fit hoodie is great for layering up! Black hoodie with white print.",draft,open,closed,,garrison-juniors-full-zip-hoodie,,,09/12/2014 20:57:20,09/13/2014 03:57:20,,0,http://www.gamerosity.com/?post_type=product&#038;p=4412,0,product,,0
5355,1,06/03/2014 09:25:25,06/03/2014 16:25:25,"We're calling this this ""Jazzy Snapback""!  Royal blue crown with a sweet, colorful, jazzy bill.  Get yours today!

Plastic Snap Closure Back, One size fits most.
100% Arylic. Made in China

Campaign Contribution - $5",Jazzy Snapback,"We&#039;re calling this this ""Jazzy Snapback""!  Royal blue crown with a sweet, colorful, jazzy bill.  Get yours today!",draft,open,closed,,jazzy-snapback,,,08/11/2014 12:57:42,08/11/2014 19:57:42,,0,http://www.gamerosity.com/?post_type=product&#038;p=5355,0,product,,0
5769,1,06/28/2014 15:16:06,00/00/0000 00:00:00,,Spacey Snapback,,draft,open,closed,,spacey-snapback,,,06/28/2014 15:16:06,06/28/2014 22:16:06,,0,http://www.gamerosity.com/?post_type=product&#038;p=5769,0,product,,0
5807,1,06/28/2014 15:37:50,06/28/2014 22:37:50,"Our ""Hearts"" design on display loud and proud on our incredibly soft, lightweight, juniors full-zip hoodie!

Casually cool, this hoodie adds a light layer to any look.
<ul>
	<li>4.4-ounce, 60/40 ring spun combed cotton/poly</li>
	<li>30 singles</li>
	<li>Dyed-to-match drawstrings</li>
</ul>
Campaign Contribution - $10

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&productId=DT2100"" target=""blank"">Click Here</a>",Hearts Juniors Lightweight Full Zip Hoodie,"Our ""Hearts"" design on display loud and proud on our incredibly soft, lightweight, juniors full-zip hoodie!",draft,open,closed,,hearts-juniors-lightweight-full-zip-hoodie,,,07/31/2014 23:17:59,08/01/2014 06:17:59,,0,http://www.gamerosity.com/?post_type=product&#038;p=5807,0,product,,0
5821,1,06/28/2014 15:45:49,06/28/2014 22:45:49,"We've partnered with MaxLove Project as a part of our Sidekick Collection! Now your dollar can reach more when you buy Gamerosity. $5 of each purchase benefits MaxLove Project while another $5 will benefit the Little Hero of your choice! That's Fierce Love!

The double v neckline gives this lighter-than-air tank a feminine look.
<ul>
	<li>2.5-ounce, 75/25 poly/ring spun cotton</li>
	<li>40 singles</li>
</ul>
Campaign Contribution:
Gamerosity Hero - $5
MaxLove Project - $5

For full product specs, <a href=""http://www.apparelvideos.com/cs/CatalogBrowser?todo=ss&amp;productId=DT263"" target=""blank"">Click Here</a>",Fierce Circle Juniors Microblend Tank,"We've partnered with MaxLove Project as a part of our Sidekick Collection! Now your dollar can reach more when you buy Gamerosity. $5 of each purchase benefits MaxLove Project while another $5 will benefit the Little Hero of your choice! That's Fierce Love!",draft,open,closed,,fierce-circle-juniors-microblend-tank,,,07/31/2014 23:18:09,08/01/2014 06:18:09,,0,http://www.gamerosity.com/?post_type=product&#038;p=5821,0,product,,0
